timestamp;nodeId;nodeX;nodeY;bssid;ssid;dbm;receivedAt
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:35:2d:63;wlansetup.uni-regensburg.de;-61;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:35:2d:63;@BayernWLAN;-61;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:35:2d:63;voip.uni-regensburg.de;-61;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:35:2d:63;eduroam;-61;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:35:2c:92;voip.uni-regensburg.de;-73;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:35:2b:95;wlansetup.uni-regensburg.de;-76;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:35:2b:95;@BayernWLAN;-76;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:35:2c:92;wlansetup.uni-regensburg.de;-76;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:35:2c:92;@BayernWLAN;-76;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:35:2c:92;eduroam;-76;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:35:2b:95;voip.uni-regensburg.de;-76;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:35:2b:95;eduroam;-77;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:35:25:5c;@BayernWLAN;-78;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:35:53:0b;@BayernWLAN;-79;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:35:53:0b;5voip.uni-regensburg.de;-79;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:35:53:0b;voip.uni-regensburg.de;-79;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:35:25:5c;voip.uni-regensburg.de;-79;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:35:53:0b;eduroam;-80;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:35:27:b4;@BayernWLAN;-80;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:35:25:5c;eduroam;-80;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:30:bf:72;wlansetup.uni-regensburg.de;-81;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:35:27:b4;voip.uni-regensburg.de;-81;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:35:27:b4;eduroam;-81;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:30:bf:72;voip.uni-regensburg.de;-81;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:30:bf:72;@BayernWLAN;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:35:27:b4;wlansetup.uni-regensburg.de;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:35:25:81;eduroam;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:35:25:81;@BayernWLAN;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:35:25:5c;wlansetup.uni-regensburg.de;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:30:bf:f7;wlansetup.uni-regensburg.de;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:30:bf:f7;@BayernWLAN;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:30:bf:f7;voip.uni-regensburg.de;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:30:bf:b2;@BayernWLAN;-82;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:30:bf:72;eduroam;-83;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:35:25:81;wlansetup.uni-regensburg.de;-83;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:30:bf:f7;eduroam;-83;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:30:bf:b2;wlansetup.uni-regensburg.de;-84;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:35:25:81;voip.uni-regensburg.de;-84;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:30:bd:c8;eduroam;-84;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:30:bf:b2;voip.uni-regensburg.de;-84;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:30:bf:b2;eduroam;-84;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:35:2c:68;wlansetup.uni-regensburg.de;-85;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:30:bd:c8;voip.uni-regensburg.de;-85;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:30:bd:c8;wlansetup.uni-regensburg.de;-85;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:30:bd:c8;@BayernWLAN;-85;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;06:a0:57:31:03:66;@BayernWLAN;-86;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;02:a0:57:31:03:66;voip.uni-regensburg.de;-86;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;0a:a0:57:31:03:66;5voip.uni-regensburg.de;-86;1583771778592
1583771778737;VielberthGebaeude.1.64;469.00;1365.00;00:a0:57:31:03:66;eduroam;-86;1583771778592
